BBL,Address,AllApps,grantedfullpart,grantedfull,Denied,CONH,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014
1021330026,565 W 175TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021330028,571 W 175TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021330046,228 AUDUBON AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021330050,220 AUDUBON AVE,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021330076,248 AUDUBON AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021330080,240 AUDUBON AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021340022,780 RIVERSIDE DR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1021340030,788 RIVERSIDE DR,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021340071,790 RIVERSIDE DR,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021340095,601 W 156TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021350017,845 TO 849 RIVERSIDE DR,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021360007,611 W 158TH ST,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021360013,820 RIVERSIDE DR,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021360102,665 W 160TH ST,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021360111,894 RIVERSIDE DR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021360128,654 W 161ST ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1021360145,65 FORT WASHINGTON AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021360180,656 W 162ND ST,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021360200,659 W 162ND ST,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021360205,671 W 162ND ST,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1021360210,920 RIVERSIDE DR,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021367501,812 RIVERSIDE DR,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021370029,604 W 162ND ST,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021370032,601 W 162ND ST,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1021370110,601 W 163RD ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1021370112,611 W 163RD ST,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021370131,610 W 164TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021370145,601 W 164TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021370168,130 FORT WASHINGTON AVE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021370174,616 W 165TH ST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021370181,602 W 165TH ST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021380187,647 W 169TH ST,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021390152,245 FORT WASHINGTON AVE,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021390159,235 FORT WASHINGTON AVE,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021390164,79 HAVEN AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1021390187,105 HAVEN AVE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021390214,70 HAVEN AVE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021390236,112 HAVEN AVE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021390289,120 HAVEN AVE,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1021390293,138 TO 144 HAVEN AVE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021390295,146 TO 150 HAVEN AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1021390329,735 W 172ND ST,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021390340,715 W 172ND ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021390343,285 FORT WASHINGTON AVE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021420032,632 W 171ST ST,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021420034,640 W 171ST ST,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021420036,650 W 171ST ST,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021420045,260 FORT WASHINGTON AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021420063,633 W 171ST ST,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021420090,286 FORT WASHINGTON AVE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1021420120,300 FORT WASHINGTON AVE,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021420161,336 FORT WASHINGTON AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021420202,709 W 176TH ST,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021420227,715 W 175TH ST,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021430013,600 W 174TH ST,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1021430020,601 W 173RD ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021440001,619 W 175TH ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021440013,619 W 176TH ST,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021440033,612 W 178TH ST,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021440040,604 W 178TH ST,1,0,0,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021440042,600 W 178TH ST,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021440061,601 TO 609 W 175TH ST,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021450031,660 W 178TH ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1021450044,655 W 177TH ST,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1021450049,82 WADSWORTH AVE,1,0,0,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021490003,497 W 182ND ST,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021490084,90 LAUREL HILL TER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021490120,495 W 187TH ST,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021520058,511 W 179TH ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021530037,556 W 180TH ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1021530040,550 W 180TH ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1021530043,540 TO 546 W 180TH ST,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021530055,539 W 179TH ST,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021540008,570 W 182ND ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021540024,561 TO 565 W 181ST ST,1,1,1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1021560022,501 W 184TH ST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021570033,569 W 185TH ST,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021570056,551 W 185TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021570087,426 AUDUBON AVE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021570096,561 W 186TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021580045,558 W 189TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021580062,575 W 189TH ST,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021580084,561 W 189TH ST,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1021590077,510 W 190TH ST,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021590104,529 W 187TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021610004,598 W 191ST ST,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021610013,1630 SAINT NICHOLAS AVE,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021610015,574 W 192ND ST,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021610017,573 W 192ND ST,1,0,0,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021610021,570 TO 578 W 193RD ST,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021610040,560 TO 568 AUDUBON AVE,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021610120,559 W 191ST ST,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1021620072,603 W 180TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021630032,660 W 180TH ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1021640026,190 WADSWORTH AVE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021640028,188 WADSWORTH AVE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021640042,4308 BROADWAY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1021650006,620 W 182ND ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021650065,1469 SAINT NICHOLAS AVE,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1021660001,615 W 184TH ST,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1021660048,1505 SAINT NICHOLAS AVE,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021660083,609 W 186TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021680001,281 TO 295 WADSWORTH AVE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021680031,621 W 188TH ST,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021690009,367 WADSWORTH AVE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021690018,601 W 192ND ST,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1021690039,603 TO 607 W 191ST ST,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1021690043,606 W 191ST ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021690060,607 W 190TH ST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021700037,4410 BROADWAY,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1021700042,4420 BROADWAY,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021700066,89 FAIRVIEW AVE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021700096,4530 BROADWAY,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021700256,382 TO 384 WADSWORTH AVE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021700273,360 WADSWORTH AVE,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021700365,57 TO 63 WADSWORTH TER,1,0,0,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021700370,45 WADSWORTH TER,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021710012,31 TO 37 NAGLE AVE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021710024,59 NAGLE AVE,1,1,0,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021710032,30 ELLWOOD ST,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021720004,4580 BROADWAY,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021720030,4640 BROADWAY,1,1,0,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021720046,82 ELLWOOD ST,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021720049,72 ELLWOOD ST,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021720120,610 W 196TH ST,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021730023,137 NAGLE AVE,1,1,0,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021740001,107 ELLWOOD ST,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021740012,47 TO 55 SICKLES ST,1,1,0,0,yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1021740020,52 ARDEN ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021740086,114 NAGLE AVE,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021740115,87 ELLWOOD ST,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021740119,97 TO 105 ELLWOOD ST,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021740166,36 TO 48 ARDEN ST,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1021740182,12 ARDEN ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021740186,15 ARDEN ST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021740193,33 ARDEN ST,1,1,1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021740236,9 TO 23 THAYER ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021740241,35 THAYER ST,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021740245,45 THAYER ST,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021750027,100 ARDEN ST,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021750033,105 ARDEN ST,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1021750118,25 DONGAN PL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1021750135,80 ARDEN ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1021750202,95 TO 101 THAYER ST,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021760003,386 FORT WASHINGTON AVE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021760039,720 W 180TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021760040,716 W 180TH ST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021760046,704 W 180TH ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1021760050,700 W 180TH ST,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021760078,717 W 177TH ST,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021760115,734 TO 740 W 181ST ST,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021760119,728 W 181ST ST,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1021760138,701 W 180TH ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021770014,809 W 177TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021770105,812 W 181ST ST,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021770122,81 TO 83 CABRINI BLVD,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021770124,75 TO 77 CABRINI BLVD,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021770130,815 W 180TH ST,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021770163,854 W 180TH ST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021790070,100 CABRINI BLVD,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1021790098,810 W 183RD ST,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021790168,180 PINEHURST AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021790269,240 CABRINI BLVD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021790440,350 CABRINI BLVD,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021797502,92 TO 102 PINEHURST AVE,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021800015,730 W 183RD ST,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021800020,15 MAGAW PL,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021800057,45 OVERLOOK TER,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1021800092,51 BENNETT AVE,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021800200,729 W 186TH ST,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021800371,66 OVERLOOK TER,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021800486,179 BENNETT AVE,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021807501,69 BENNETT AVE,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1022030001,449 W 206TH ST,1,1,1,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1022150061,135 TERRACE VIEW AVE,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1022150197,151 W 228TH ST,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1022150237,104 TERRACE VIEW AVE,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1022150305,9 TO 15 ADRIAN AVE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022150352,10 ADRIAN AVE,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1022150407,15 JACOBUS PL,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022150465,1-11 MARBLE HILL AVE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1022150481,18 JACOBUS PL,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022150530,109 W 225TH ST,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1022150534,2 MARBLE HILL AVE,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1022150535,16 TO 20 MARBLE HILL AVE,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1022150555,58 MARBLE HILL AVE,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1022170029,544 TO 550 ACADEMY ST,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1022170039,192 TO 198 NAGLE AVE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1022180001,569 ACADEMY ST,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1022180012,75 POST AVE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022180017,518 W 204TH ST,1,1,0,0,yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1022210011,165 SHERMAN AVE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1022220029,118 TO 128 POST AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1022220035,110 POST AVE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022240029,600 ACADEMY ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022240031,132 SHERMAN AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1022240040,112 SHERMAN AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1022250001,53 VERMILYEA AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1022250003,57 VERMILYEA AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1022250010,73 TO 83 VERMILYEA AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1022250023,608 W 204TH ST,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1022250030,168 SHERMAN AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1022250044,611 TO 619 ACADEMY ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022260001,623 W 204TH ST,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1022260005,107 VERMILYEA AVE,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1022260013,121 VERMILYEA AVE,1,0,0,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022260035,204 SHERMAN AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1022270001,145 VERMILYEA AVE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1022270005,149 TO 151 VERMILYEA AVE,1,1,0,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1022270008,153 VERMILYEA AVE,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1022270010,157 TO 159 VERMILYEA AVE,1,1,0,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1022270015,536 TO 544 ISHAM ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022270019,530 ISHAM ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022280045,521 ISHAM ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1022300011,514 W 213TH ST,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1022300017,502 W 213TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022300019,500 W 213TH ST,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022300029,517 W 212TH ST,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1022330050,10 VERMILYEA AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1022340005,4848 BROADWAY,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1022340032,76 VERMILYEA AVE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1022340034,72 TO 74 VERMILYEA AVE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022340036,66 VERMILYEA AVE,1,1,1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1022340039,64 VERMILYEA AVE,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1022350029,118 TO 128 VERMILYEA AVE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1022350047,639 W 204TH ST,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1022360015,570 ISHAM ST,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1022370001,4761 BROADWAY,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1022370023,25 TO 35 CUMMING ST,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1022370043,682 ACADEMY ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1022370059,4791 BROADWAY,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022380007,15 COOPER ST,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1022390001,65 TO 71 SEAMAN AVE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1022390021,686 W 204TH ST,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1022400013,133 SEAMAN AVE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1022400029,60 COOPER ST,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1022400037,687 W 204TH ST,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1022410025,4913 TO 4915 BROADWAY,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1022420005,165 SEAMAN AVE,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1022420026,100 COOPER ST,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1022420029,634 TO 645 W 207TH ST,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1022420065,623 W 207TH ST,1,1,0,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1022430283,520 W 218TH ST,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
